ID,class,category,subcategory,order,entry,name
C00058,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00058,Formic acid
C00033,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00033,Acetic acid
C00163,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00163,Propanoic acid
C00246,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00246,Butanoic acid
C00803,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00803,Pentanoic acid
C01585,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C01585,Hexanoic acid
C17714,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C17714,Heptanoic acid
C06423,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C06423,Octanoic acid
C01601,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C01601,Nonanoic acid
C17715,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C17715,Undecanoic acid
C01571,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C01571,Decanoic acid
C02679,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C02679,Dodecanoic acid
C17076,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C17076,Tridecanoic acid
C06424,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C06424,Tetradecanoic acid
C16537,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C16537,Pentadecanoic acid
C00249,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C00249,Hexadecanoic acid
C01530,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C01530,Octadecanoic acid
C16535,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C16535,Nonadecanoic acid
C06425,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C06425,Icosanoic acid
C08281,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C08281,Docosanoic acid
C08320,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C08320,Tetracosanoic acid
C21931,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C21931,Hexacosanoic acid
C21933,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0101 Straight chain fatty acids,N/A,C21933,Octacosanoic acid
C08262,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C08262,3-Methylbutanoic acid
C16665,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16665,12-Methyltetradecanoic acid
C16462,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16462,"3,7-Dimethyl-6-octenoic acid"
C13787,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C13787,17-Methyl-6Z-octadecenoic acid
C00141,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C00141,3-Methyl-2-oxobutanoic acid
C06008,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C06008,(3R)-3-Methyl-2-oxopentanoic acid
C00671,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C00671,(S)-3-Methyl-2-oxopentanoic acid
C03467,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C03467,3-Oxo-4-methylpentanoic acid
C04181,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C04181,3-Hydroxy-3-methyl-2-oxobutanoic acid
C04237,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C04237,3-Hydroxy-3-methyl-2-oxopentanoic acid
C16651,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16651,3-Hydroxyvalproic acid
C16649,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16649,4-Hydroxyvalproic acid
C16650,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16650,5-Hydroxyvalproic acid
C16652,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16652,3-Oxovalproic acid
C16653,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16653,2-n-Propyl-2-pentenoic acid
C16654,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16654,2-n-Propyl-3-pentenoic acid
C16648,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16648,2-n-Propyl-4-pentenoic acid
C16655,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16655,2-n-Propyl-4-oxopentanoic acid
C16656,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C16656,"2-Propyl-2,4-pentadienoic acid"
C04834,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0102 Branched fatty acids,N/A,C04834,"(2E,6E)-10,11-Epoxy-3,7,11-trimethyltridecadienoic acid"
C08322,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08322,(Z)-Tetradec-9-enoic acid
C21942,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C21942,(Z)-Hexadec-6-enoic acid
C08362,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08362,(Z)-Hexadec-9-enoic acid
C16536,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C16536,(E)-Heptadec-9-enoic acid
C08363,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08363,(Z)-Octadec-6-enoic acid
C00712,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C00712,(Z)-Octadec-9-enoic acid
C01712,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C01712,(E)-Octadec-9-enoic acid
C21944,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C21944,(Z)-Octadec-11-enoic acid
C08367,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08367,(E)-Octadec-11-enoic acid
C16526,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C16526,(Z)-Icos-11-enoic acid
C21946,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C21946,(Z)-Icos-13-enoic acid
C08316,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08316,(Z)-Docos-13-enoic acid
C08323,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C08323,(Z)-Tetracos-15-enoic acid
C17278,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Monounsaturated fatty acids,C17278,(Z)-Hexacos-17-enoic acid
C21980,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21980,"(6Z,9Z)-Hexadeca-6,9-dienoic acid"
C16344,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16344,"(8Z,11Z,14Z)-Heptadeca-8,11,14-trienoic acid"
C04056,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C04056,"(9Z,11E)-Octadeca-9,11-dienoic acid"
C01595,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C01595,"(9Z,12Z)-Octadeca-9,12-dienoic acid"
C06426,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C06426,"(6Z,9Z,12Z)-Octadeca-6,9,12-trienoic acid"
C08315,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C08315,"(9Z,11E,13E)-Octadeca-9,11,13-trienoic acid"
C06427,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C06427,"(9Z,12Z,15Z)-Octadeca-9,12,15-trienoic acid"
C16300,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16300,"(6Z,9Z,12Z,15Z)-Octadeca-6,9,12,15-tetraenoic acid"
C16525,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16525,"(11Z,14Z)-Icosa-11,14-dienoic acid"
C21936,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21936,"(8Z,11Z)-Icosa-8,11-dienoic acid"
C03242,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C03242,"(8Z,11Z,14Z)-Icosa-8,11,14-trienoic acid"
C16522,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16522,"(11Z,14Z,17Z)-Icosa-11,14,17-trienoic acid"
C21938,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21938,"(5Z,8Z,11Z)-Icosa-5,8,11-trienoic acid"
C00219,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C00219,"(5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid"
C12083,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C12083,"(5Z,7E,9E,14Z,17Z)-Icosa-5,7,9,14,17-pentaenoic acid"
C06428,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C06428,"(5Z,8Z,11Z,14Z,17Z)-Icosa-5,8,11,14,17-pentaenoic acid"
C16533,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16533,"(13Z,16Z)-Docosa-13,16-dienoic acid"
C16534,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16534,"(13E,16E,19E)-Docosa-13,16,19-trienoic acid"
C16527,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16527,"(7Z,10Z,13Z,16Z)-Docosa-7,10,13,16-tetraenoic acid"
C16513,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C16513,"(7Z,10Z,13Z,16Z,19Z)-Docosa-7,10,13,16,19-pentaenoic acid"
C06429,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C06429,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosa-4,7,10,13,16,19-hexaenoic acid"
C21960,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21960,"(11Z,14Z,17Z,20Z)-Hexacosa-11,14,17,20-tetraenoic acid"
C21948,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21948,"(11Z,14Z,17Z,20Z,23Z)-Hexacosa-11,14,17,20,23-pentaenoic acid"
C21964,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21964,"(8Z,11Z,14Z,17Z,20Z)-Hexacosa-8,11,14,17,20-pentaenoic acid"
C21952,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21952,"(8Z,11Z,14Z,17Z,20Z,23Z)-Hexacosa-8,11,14,17,20,23-hexaenoic acid"
C21962,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21962,"(13Z,16Z,19Z,22Z)-Octacosa-13,16,19,22-tetraenoic acid"
C21950,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21950,"(13Z,16Z,19Z,22Z,25Z)-Octacosa-13,16,19,22,25-pentaenoic acid"
C21966,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21966,"(10Z,13Z,16Z,19Z,22Z)-Octacosa-10,13,16,19,22-pentaenoic acid"
C21958,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0103 Unsaturated fatty acids,Polyunsaturated fatty acids,C21958,"(10Z,13Z,16Z,19Z,22Z,25Z)-Octacosa-10,13,16,19,22,25-hexaenoic acid"
C07338,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C07338,"(9Z,12Z)-(11S)-11-Hydroperoxyoctadeca-9,12-dienoic acid"
C04717,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C04717,"(9Z,11E)-(13S)-13-Hydroperoxyoctadeca-9,11-dienoic acid"
C04785,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C04785,"(9Z,11E,14Z)-(13S)-13-Hydroperoxyoctadeca-9,11,14-trienoic acid"
C05356,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C05356,"(6E,8Z,11Z,14Z)-(5S)-5-Hydroperoxyicosa-6,8,11,14-tetraenoic acid"
C05965,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C05965,"(5Z,8Z,10E,14Z)-(12S)-12-Hydroperoxyicosa-5,8,10,14-tetraenoic acid"
C05966,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0104 Hydroperoxy fatty acids,N/A,C05966,"(5Z,8Z,11Z,13E)-(15S)-15-Hydroperoxyicosa-5,8,11,13-tetraenoic acid"
C05984,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C05984,2-Hydroxybutanoic acid
C02774,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C02774,4-Hydroxybutanoic acid
C06103,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C06103,6-Hydroxyhexanoic acid
C06762,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C06762,4-Hydroxy-2-oxohexanoic acid
C02774,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C02774,10-Hydroxydecanoic acid
C08317,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C08317,12-Hydroxydodecanoic acid
C13790,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C13790,2S-Hydroxytetradecanoic acid
C08285,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C08285,"10,16-Dihydroxyhexadecanoic acid"
C08365,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C08365,(9Z)-(12R)-Hydroxyoctadecenoic acid
C08318,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C08318,"(9Z,12Z)-(8R)-Hydroxyoctadeca-9,12-dienoic acid"
C07355,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C07355,"(9Z)-(7S,8S)-Dihydroxyoctadecenoic acid"
C07354,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C07354,"(9Z,12Z)-(7S,8S)-Dihydroxyoctadeca-9,12-dienoic acid"
C07357,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C07357,"(9Z,12Z,15Z)-(7S,8S)-Dihydroxyoctadeca-9,12,15-trienoic acid"
C08314,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C08314,"(9R,10R)-Dihydroxyoctadecanoic acid"
C14828,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C14828,"(12Z)-9,10-Dihydroxyoctadec-12-enoic acid"
C14829,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C14829,"(9Z)-12,13-Dihydroxyoctadec-9-enoic acid"
C03049,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0105 Hydroxy fatty acids,N/A,C03049,13-Hydroxydocosanoic acid
C00109,FA  Fatty acyls,FA01 Fatty Acids and Conjugates,FA0106 Oxo fatty acids,N/A,C00109,2-Oxobutanoic acid
