ID,class,category,subcategory,order,entry,name
C06179,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C06179,Hygrine
C11359,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C11359,(-)-Hygrine
C06521,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C06521,Cuscohygrine
C10152,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C10152,(-)-Hygroline
C10172,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C10172,Stachydrine
C08283,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C08283,Homostachydrine
C10151,Alkaloids,Alkaloids derived from ornithine,Pyrrolidine alkaloids,,C10151,3-Hydroxystachydrine
C10124,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10124,Alexine
C10263,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10263,Amabiline
C10132,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10132,Australine
C10277,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10277,Anacrotine
C10279,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10279,Angularine
C10280,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10280,Auriculine
C10282,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10282,Clivoline
C10284,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10284,Crotanecine
C10286,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10286,Doronine
C10299,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10299,Echimidine
C10301,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10301,Europine
C10304,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10304,Fulvine
C10319,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10319,Heliosupine
C10321,Alkaloids,Alkaloids derived from ornithine,Pyrrolizidine alkaloids,,C10321,Heliotridine
